december_source_serial,december_name,december_district,december_sector,december_cell,current_registry_entry_key,current_source_serial,current_name,current_district,current_sector_cell_raw,registry_match_score,registry_match_margin,name_score,district_match,sector_match,cell_match,professional_registration_match,phone_number,phone_source,phone_evidence_url,phone_evidence_reference,google_maps_url,maps_url_source,browser_match_status
554,PHARMACIE MUHIRE Ltd,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-556,556,PHARMACIE MUHIRE Ltd,NYARUGENGE,NYARUGENGE KIYOVU,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
555,PHARMACIE LA CHARITE Ltd,MUHANGA,NYAMAGABE,GAHOGO,retail-2026-05-557,557,PHARMACIE LA CHARITE LTD,MUHANGA,NYAMAGABE GAHOGO,1.000,0.293,1.000,true,true,true,true,+250788625191,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
556,PHARMACIE MUHIRE NYARUGUNGA,KICUKIRO,NYARUGUNGA,KAMASHASHI,retail-2026-05-558,558,PHARMACIE MUHIRE NYARUGUNGA,KICUKIRO,NYARUGUNGA KAMASHASHI,1.000,0.162,1.000,true,true,true,true,,,,,,,local_evidence_only
557,RITE PHARMACY Ltd,KICUKIRO,KANOMBE,KABEZA,retail-2026-05-559,559,RITE PHARMACY Ltd,KICUKIRO,KANOMBE KABEZA,1.000,0.153,1.000,true,true,true,true,+250788697968,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
558,RITE PHARMACY (KACYIRU BRANCH),GASABO,KACYIRU,KAMATAMU,retail-2026-05-560,560,RITE PHARMACY LTD (KACYIRU BRANCH),GASABO,KACYIRU KAMATAMU,0.980,0.175,1.000,true,true,true,false,+250788303127,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
559,SABANS PHARMACY KANOMBE BRANCH,KICUKIRO,NYARUGUNGA,KAMASHASHI,retail-2026-05-561,561,SABANS PHARMACY KANOMBE BRANCH,KICUKIRO,NYARUGUNGA KAMASHASHI,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
560,ST.MARY QUEEN PHARMACY Ltd,KICUKIRO,KANOMBE,KARAMA,retail-2026-05-562,562,ST.MARY QUEEN PHARMACY Ltd,KICUKIRO,KANOMBE KARAMA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
561,TUGANE PHARMACY,KICUKIRO,GAHANGA,GAHANGA,retail-2026-05-563,563,TUGANE PHARMACY,KICUKIRO,GAHANGA GAHANGA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
562,UMURENGEZI PHARMACY Ltd,NYABIHU,BIGOGWE,KORA,retail-2026-05-564,564,UMURENGEZI PHARMACY Ltd,NYABIHU,BIGOGWE KORA,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
563,PHARMACIE IRIHO Limited,NYARUGENGE,MUHIMA,TETERO,retail-2026-05-566,566,PHARMACIE IRIHO Limited,NYARUGENGE,MUHIMA TETERO,1.000,0.353,1.000,true,true,true,true,,,,,,,local_evidence_only
564,WELLNESS GUIDE PHARMACY Ltd,HUYE,TUMBA,RAMBO,retail-2026-05-567,567,WELLNESS GUIDE PHARMACY Ltd,HUYE,TUMBA RAMBO,1.000,0.293,1.000,true,true,true,true,+250783662258,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Huye_District_JULY-AUGUST-SEPTEMBER_2026.pdf,huye July-September 2026 duty roster,,,phone_from_public_evidence
565,ARTEMISIA PHARMACY Limited,KICUKIRO,GATENGA,NYANZA,retail-2026-05-568,568,ARTEMISIA PHARMACY Limited,KICUKIRO,GATENGA NYANZA,1.000,0.454,1.000,true,true,true,true,,,,,,,local_evidence_only
566,CHALOM PHARMACY Ltd,KICUKIRO,KICUKIRO,NGOMA,retail-2026-05-569,569,CHALOM PHARMACY Ltd,KICUKIRO,KICUKIRO NGOMA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
567,EZOS PHARMACY Ltd,GASABO,KACYIRU,KAMUTWA,retail-2026-05-570,570,EZOS PHARMACY Ltd,GASABO,KACYIRU KAMUTWA,0.980,0.406,1.000,true,true,true,false,+250788977137,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
568,INGENZI PHARMACY Ltd,KICUKIRO,MASAKA,CYIMO,retail-2026-05-571,571,INGENZI PHARMACY Ltd,KICUKIRO,MASAKA CYIMO,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
569,LELAPHARMA Ltd,KAYONZA,MUKARANGE,BWIZA,retail-2026-05-572,572,LELAPHARMA Ltd,KAYONZA,MUKARANGE BWIZA,1.000,0.392,1.000,true,true,true,true,+250783304146,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kayonza_District_JULY-AUGUST-SEPTEMBER_2026.pdf,kayonza July-September 2026 duty roster,,,phone_from_public_evidence
570,MARY PHARMACY Ltd,RUHANGO,RUHANGO,NYAMAGANA,retail-2026-05-573,573,MARY PHARMACY Ltd,RUHANGO,RUHANGO NYAMAGANA,1.000,0.293,1.000,true,true,true,true,+250788917617,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Ruhango_for_JULY-AUGUST-SEPTEMBER_2026.pdf,ruhango July-September 2026 duty roster,,,phone_from_public_evidence
571,PALOMA PHARMACY BRANCH,GASABO,NDUBA,GASANZE,retail-2026-05-574,574,PALOMA PHARMACY BRANCH,GASABO,NDUBA GASANZE,1.000,0.020,1.000,true,true,true,true,+250785680715,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
572,PALOMA PHARMACY Ltd,GASABO,NDUBA,GASANZE,retail-2026-05-575,575,PALOMA PHARMACY Ltd,GASABO,NDUBA GASANZE,1.000,0.020,1.000,true,true,true,true,+250785680715,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
573,PHARMACIE CLASSIQUE Ltd,RUBAVU,RUGERERO,MUHIRA,retail-2026-05-576,576,PHARMACIE CLASSIQUE Ltd,RUBAVU,RUGERERO KIVUMU,0.980,0.410,1.000,true,true,false,true,,,,,,,local_evidence_only
574,PHARMACIE IRIS Ltd,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-577,577,PHARMACIE IRIS LTD,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.293,1.000,true,true,true,true,+250788484003,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
575,PHARMACIE LA SANTE Ltd,KICUKIRO,GATENGA,NYANZA,retail-2026-05-578,578,PHARMACIE LA SANTE Ltd,KICUKIRO,GATENGA NYANZA,1.000,0.324,1.000,true,true,true,true,,,,,,,local_evidence_only
576,PHARMACIE NOVA,KICUKIRO,KICUKIRO,GASHARU,retail-2026-05-579,579,PHARMACIE NOVA,KICUKIRO,KICUKIRO GASHARU,1.000,0.293,1.000,true,true,true,true,+250788457824,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
577,PHARMACIE SABRINA Ltd,RUBAVU,KANAMA,MAHOKO,retail-2026-05-580,580,PHARMACIE SABRINA Ltd,RUBAVU,KANAMA MAHOKO,1.000,0.353,1.000,true,true,true,true,+250785366266,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
578,PHARMACY HOSANNA Ltd,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-581,581,PHARMACY HOSANNA Ltd,MUHANGA,NYAMABUYE GAHOGO,1.000,0.454,1.000,true,true,true,true,+250790172329,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
579,PHARMACY TULIZO LETU Limited,BUGESERA,NTARAMA,KANZENZE,retail-2026-05-582,582,PHARMACY TULIZO LETU Limited,BUGESERA,NTARAMA KANZENZE,0.980,0.536,1.000,true,true,true,false,,,,,,,local_evidence_only
580,RINDIRO PHARMACY Ltd,NYAMAGABE,GASAKA,NYAMUGALI,retail-2026-05-583,583,RINDIRO PHARMACY Ltd,NYAMAGABE,GASAKA NYAMUGALI,1.000,0.476,1.000,true,true,true,true,,,,,,,local_evidence_only
581,SABANS PHARMACY Limited,KICUKIRO,KANOMBE,KABEZA,retail-2026-05-584,584,SABANS PHARMACY Limited,KICUKIRO,KANOMBE KABEZA,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
582,THAK YOU PHARMACY Ltd,HUYE,TUMBA,RANGO,retail-2026-05-585,585,THAK YOU PHARMACY Ltd,HUYE,TUMBA RANGO,1.000,0.595,1.000,true,true,true,true,,,,,,,local_evidence_only
583,BERINDAH PHARMACY Ltd,BUGESERA,RILIMA,NYAMATA,retail-2026-05-586,586,BERINDAH PHARMACY Ltd,BUGESERA,RILIMA NYAMATA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
584,CAREFIRST PHARMACY Ltd,GASABO,KIMIRONKO,NYAGATOVU,retail-2026-05-587,587,CAREFIRST PHARMACY Ltd,GASABO,KIMIRONKO NYAGATOVU,1.000,0.400,1.000,true,true,true,true,,,,,,,local_evidence_only
585,CONFIDENCE PHARMACY Ltd,GASABO,GISOZI,RUHANGO,retail-2026-05-588,588,CONFIDENCE PHARMACY Ltd,GASABO,GISOZI RUHANGO,1.000,0.462,1.000,true,true,true,true,+250788892614,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
586,EL JEE PHARMACY Ltd,RUBAVU,KANAMA,MAHOKO,retail-2026-05-589,589,EL JEE PHARMACY Ltd,RUBAVU,KANAMA MAHOKO,1.000,0.445,1.000,true,true,true,true,+250788799311,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
587,FIRST HEALTH CARE PHARMACY Limited,MUSANZE,MUHOZA,MPENGE,retail-2026-05-590,590,FIRST HEALTH CARE PHARMACY Limited,MUSANZE,MUHOZA MPENGE,1.000,0.437,1.000,true,true,true,true,+250788768004,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
588,FLODAPHAR PHARMACY Ltd,RUHANGO,KINIHIRA,NYAKOGO,retail-2026-05-591,591,FLODAPHAR PHARMACY Ltd,RUHANGO,KINIHIRA NYAKOGO,1.000,0.464,1.000,true,true,true,true,,,,,,,local_evidence_only
589,FUTURE HOPE PHARMACY Ltd,KICUKIRO,GATENGA,ISANGANO,retail-2026-05-592,592,FUTURE HOPE PHARMACY Ltd,KICUKIRO,GATENGA ISANGANO,1.000,0.520,1.000,true,true,true,true,,,,,,,local_evidence_only
590,HAMA MUTUAL PHARMACY Ltd,RUBAVU,NYAKIRIBA,KANYEFURWE,retail-2026-05-593,593,HAMA MUTUAL PHARMACY Ltd,RUBAVU,NYAKIRIBA KANYEFURWE,1.000,0.534,1.000,true,true,true,true,+250788648388,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
591,ISARO PHARMACY Limited,GASABO,BUMBOGO,NYABIKENYE,retail-2026-05-594,594,ISARO PHARMACY Limited,GASABO,BUMBOGO NYABIKENYE,1.000,0.344,1.000,true,true,true,true,,,,,,,local_evidence_only
592,KAGOPHAR PHARMACY Ltd,MUSANZE,MUHOZA,MPENGE,retail-2026-05-595,595,KAGOPHAR PHARMACY Ltd,MUSANZE,MUHOZA MPENGE,1.000,0.293,1.000,true,true,true,true,+250784147054,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
593,MEDIPRO PHARMACY Ltd,RUSIZI,BUGARAMA,NYANGE,retail-2026-05-596,596,MEDIPRO PHARMACY Ltd,RUSIZI,BUGARAMA NYANGE,1.000,0.415,1.000,true,true,true,true,,,,,,,local_evidence_only
594,MIGO PHARMACY Ltd,MUSANZE,CYUVE,RWEBEYA,retail-2026-05-597,597,MIGO PHARMACY Ltd,MUSANZE,CYUVE RWEBEYA,1.000,0.293,1.000,true,true,true,true,+250782774265,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
595,MISSION PHARMACY,RUBAVU,RUBACU,BYAHI,retail-2026-05-598,598,MISSION PHARMACY,RUBAVU,RUBACU BYAHI,1.000,0.534,1.000,true,true,true,true,+250783338654,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
597,NEW SHILOH PHARMACY Ltd,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-600,600,NEW SHILOH PHARMACY LTD,NYARUGENGE,NYARUGENGE KIYOVU,0.980,0.400,1.000,true,true,true,false,+250788475112,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
598,PHARMACIE DORRIE LTD,NYARUGENGE,NYAKABANDA,MUNANIRA II,retail-2026-05-601,601,PHARMACIE DORRIE LTD,NYARUGENGE,NYAKABANDA MUNANIRA II,1.000,0.445,1.000,true,true,true,true,+250788503829,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
599,PHARMACIE HAMPHAR Ltd,GASABO,KACYIRU,KAMUTWA,retail-2026-05-602,602,PHARMACIE HAMPHAR Ltd,GASABO,KACYIRU KAMUTWA,1.000,0.346,1.000,true,true,true,true,+250788536300,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
600,PHARMACIE UMURINZI Ltd,GASABO,KINYINYA,KAGUGU,retail-2026-05-603,603,PHARMACIE UMURINZI Ltd,GASABO,KINYINYA KAGUGU,1.000,0.400,1.000,true,true,true,true,,,,,,,local_evidence_only
601,PRO VITA PHARMACY Ltd,NYARUGENGE,NYAMIRAMBO,CYIVUGIZA,retail-2026-05-604,604,PRO VITA PHARMACY Ltd,NYARUGENGE,NYAMIRAMBO CYIVUGIZA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
602,REXAPHAR PHARMACY Ltd,GASABO,KINYINYA,MURAMA,retail-2026-05-605,605,REXAPHAR PHARMACY Ltd,GASABO,KINYINYA MURAMA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
603,SAFINA PHARMACY Limited,KICUKIRO,KICUKIRO,GASHARU,retail-2026-05-606,606,SAFINA PHARMACY Limited,KICUKIRO,KICUKIRO GASHARU,1.000,0.415,1.000,true,true,true,true,,,,,,,local_evidence_only
604,VISTA PHARMACY LTD ZINDIRO,GASABO,KIMIRONKO,KIBAGABAGA,retail-2026-05-607,607,VISTA PHARMACY LTD ZINDIRO,GASABO,KIMIRONKO KIBAGABAGA,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
605,AIVE PHARMACY Ltd,NYAGATARE,KARANGAZI,NYAMIRAMA,retail-2026-05-608,608,AIVE PHARMACY Ltd,NYAGATARE,NYAGATARE NYAGATARE,0.900,0.380,1.000,true,false,false,false,,,,,,,local_evidence_only
606,BIO-LIFE PHARMACY Ltd,KAYONZA,GAHINI,JURU,retail-2026-05-609,609,BIO -LIFE PHARMACY Ltd,KAYONZA,MUKARANGE KAYONZA,0.900,0.193,1.000,true,false,false,false,,,,,,,local_evidence_only
607,ERVAS PHARMACY Ltd,NGORORERO,NGORORERO,RUSUSA,retail-2026-05-610,610,ERVAS PHARMACY Ltd,NGORORERO,NGORORERO RUSUSA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
608,EUGENE PHARMACY Ltd,GASABO,GIKOMERO,MUNINI,retail-2026-05-611,611,EUGENE PHARMACY Ltd,GASABO,GIKOMERO MUNINI,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
609,MANIVALE PHARMACY Ltd,KICUKIRO,MASAKA,CYIMO,retail-2026-05-612,612,MANIVALE PHARMACY Ltd,KICUKIRO,MASAKA CYIMO,1.000,0.392,1.000,true,true,true,true,,,,,,,local_evidence_only
610,MILLENIUM PHARMACY Ltd,NYARUGENGE,KANYINYA,NZOVE,retail-2026-05-613,613,MILLENIUM PHARMACY Ltd,NYARUGENGE,KANYINYA NZOVE,1.000,0.509,1.000,true,true,true,true,,,,,,,local_evidence_only
611,PHARMACIE LA MENTHE Ltd,KICUKIRO,MASAKA,CYIMO,retail-2026-05-614,614,PHARMACIE LA MENTHE Ltd,KICUKIRO,MASAKA CYIMO,1.000,0.324,1.000,true,true,true,true,,,,,,,local_evidence_only
612,PHARMACIE STARY Ltd,KICUKIRO,GATENGA,KARAMBO,retail-2026-05-615,615,PHARMACIE STARY Ltd,KICUKIRO,GATENGA KARAMBO,1.000,0.404,1.000,true,true,true,true,,,,,,,local_evidence_only
613,RUTALI Ltd,BUGESERA,RILIMA,NYABAGENDW A,retail-2026-05-616,616,RUTALI Ltd,BUGESERA,RILIMA NYABAGENDWA,0.980,0.460,1.000,true,true,false,true,,,,,,,local_evidence_only
614,STONEBRIDGE PHARMACY Ltd,GASABO,JABANA,BWERAMVURA,retail-2026-05-617,617,STONEBRIDGE PHARMACY Ltd,GASABO,JABANA BWERAMVURA,0.980,0.133,1.000,true,true,true,false,,,,,,,local_evidence_only
615,THE HUB PHARMACY Ltd,RUSIZI,BUGARAMA,PERA,retail-2026-05-618,618,THE HUB PHARMACY Ltd,RUSIZI,BUGARAMA PERA,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
616,VINE PHARMACY GACURIRO,GASABO,KINYINYA,GACURIRO,retail-2026-05-619,619,VINE PHARMACY GACURIRO,GASABO,KINYINYA GACURIRO,1.000,0.153,1.000,true,true,true,true,+250788523498,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
617,PHARMACIE LA TRINITE Ltd,KICUKIRO,MASAKA,KABUGA,retail-2026-05-620,620,PHARMACIE LA TRINITE Ltd,KICUKIRO,MASAKA KABUGA,1.000,0.353,1.000,true,true,true,true,,,,,,,local_evidence_only
618,GOODLIFE HEALTH AND BEATY Ltd MUSANZE,MUSANZE,MUHOZA,MPENGE,retail-2026-05-621,621,GOODLIFE HEALTH AND BEATY Ltd MUSANZE,MUSANZE,MUHOZA MPENGE,1.000,0.073,1.000,true,true,true,true,,,,,,,local_evidence_only
619,JOHN’S PHARMACY Ltd,NYARUGENGE,MUHIMA,NYABUGOGO,retail-2026-05-622,622,JOHN’S PHARMACY Ltd,NYARUGENGE,MUHIMA NYABUGOGO,1.000,0.404,1.000,true,true,true,true,,,,,,,local_evidence_only
620,PHARMACIE DU CENTRE Ltd,NGOMA,KIBUNGO,CYASEMAKAM BA,retail-2026-05-623,623,PHARMACIE DU CENTRE Ltd,NGOMA,KIBUNGO CYASEMAKAMBA,0.980,0.273,1.000,true,true,false,true,,,,,,,local_evidence_only
621,G-PHARMACY Ltd,GASABO,NDERA,CYARUZINGE,retail-2026-05-624,624,G-PHARMACY Ltd,GASABO,NDERA CYARUZINGE,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
622,JORDAN PHARMACY Ltd,KICUKIRO,GIKONDO,KANSEREGE,retail-2026-05-625,625,JORDAN PHARMACY Ltd,KICUKIRO,GIKONDO KANSEREGE,1.000,0.404,1.000,true,true,true,true,+250788826919,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
623,KWETU RETAIL PHARMACY Ltd,KICUKIRO,KANOMBE,KABEZA,retail-2026-05-626,626,KWETU RETAIL PHARMACY Ltd,KICUKIRO,KANOMBE KABEZA,1.000,0.504,1.000,true,true,true,true,+250788302485,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
624,MEDIGATE PHARMACY Ltd,KICUKIRO,GATENGA,KARAMBO,retail-2026-05-627,627,MEDIGATE PHARMACY Ltd,KICUKIRO,GATENGA KARAMBO,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
625,PEACE PHARMACY Ltd,MUHANGA,NYAMABUYE,GITARAMA,retail-2026-05-628,628,PEACE PHARMACY Ltd,MUHANGA,NYAMABUYE GITARAMA,1.000,0.240,1.000,true,true,true,true,+250783050798,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
626,PHARMACIE SAINTE THERESE Ltd,KAYONZA,KABARONDO,CYABAJWA,retail-2026-05-629,629,PHARMACIE SAINTE THERESE Ltd,KAYONZA,KABARONDO CYABAJWA,1.000,0.268,1.000,true,true,true,true,+250788277898,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kayonza_District_JULY-AUGUST-SEPTEMBER_2026.pdf,kayonza July-September 2026 duty roster,,,phone_from_public_evidence
627,INEZAPHAR PHARMACY Ltd,MUSANZE,CYUVE,BUCYINANYAN A,retail-2026-05-630,630,INEZAPHAR PHARMACY Ltd,MUSANZE,CYUVE BUCYINANYANA,0.980,0.273,1.000,true,true,false,true,+250784079905,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
629,VINE PHARMACY NYARUGUNGA,KICUKIRO,NYARUGUNGA,KAMASHASHI,retail-2026-05-631,631,VINE PHARMACY NYARUGUNGA,KICUKIRO,NYARUGUNGA KAMASHASHI,1.000,0.162,1.000,true,true,true,true,+250788523498,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
630,VINE PHARMACY NYARUTARAMA BRANCH,GASABO,REMERA,NYARUTARAM A,retail-2026-05-632,632,VINE PHARMACY NYARUTARAMA BRANCH,GASABO,REMERA NYARUTARAMA,0.980,0.073,1.000,true,true,false,true,+250788523498,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
